Count,Timestamp_s,Raw_Accel_X,Raw_Accel_Y,Raw_Omega_Z_degs,IMU_Yaw_deg,GPS_Lon,GPS_Lat,GPS_GroundSpeed_kmh,GPS_Satellites,GPS_HDOP
1,0.2125,0.0335,0.00479,0,23.703,120.1596337,22.3761546,0.185,22,1.4
2,0.218,0.0335,0,0,23.703,120.1596337,22.3761546,0.185,22,1.4
3,0.2234,-0.04785,-0.02393,0,23.703,120.1596337,22.3761546,0.185,22,1.4
4,0.2289,0.02871,0,0,23.703,120.1596337,22.3761546,0.185,22,1.4
5,0.2445,-0.06221,-0.00957,0,23.703,120.1596337,22.3761546,0.185,22,1.4
6,0.25,0.04307,-0.01436,0,23.703,120.1596337,22.3761546,0.185,22,1.4
7,0.2555,-0.03828,0,0,23.703,120.1596337,22.3761546,0.185,22,1.4
8,0.2609,0.04785,-0.01914,0,23.703,120.1596337,22.3761546,0.185,22,1.4
9,0.2766,-0.04307,-0.00957,0,23.703,120.1596337,22.3761546,0.185,22,1.4
10,0.2821,0.07178,-0.01436,0,23.703,120.1596337,22.3761546,0.185,22,1.4
11,0.2876,0.05742,0,0,23.703,120.1596337,22.3761546,0.185,22,1.4
12,0.2931,-0.05742,-0.02393,0,23.703,120.1596337,22.3761546,0.185,22,1.4
13,0.3088,0.07656,0.00479,0,23.703,120.1596337,22.3761546,0.185,22,1.4
14,0.3144,-0.04785,-0.01914,0,23.703,120.1596337,22.3761546,0.185,22,1.4
15,0.32,0.05264,-0.00957,0,23.703,120.1596337,22.3761546,0.185,22,1.4
16,0.3256,-0.04785,-0.0335,0,23.703,120.1596337,22.3761546,0.185,22,1.4
17,0.3412,0.05264,0.0335,0,23.703,120.1596337,22.3761546,0.185,22,1.4
18,0.3467,-0.04307,-0.0335,0,23.703,120.1596337,22.3761546,0.185,22,1.4
19,0.3522,-0.04307,-0.0335,0,23.703,120.1596337,22.3761546,0.185,22,1.4
20,0.3578,0.05742,0.02871,0,23.703,120.1596337,22.3761546,0.185,22,1.4
21,0.3734,-0.08135,0.02393,0,23.703,120.1596337,22.3761546,0.185,22,1.4
22,0.379,0.06221,0.02393,0,23.703,120.1596337,22.3761546,0.185,22,1.4
23,0.3845,-0.04785,0,0,23.703,120.1596337,22.3761546,0.185,22,1.4
24,0.3898,0.05742,-0.01436,0,23.703,120.1596337,22.3761546,0.185,22,1.4
25,0.4054,-0.05264,-0.00479,0,23.703,120.1596337,22.3761546,0.185,22,1.4
26,0.4184,0.07178,0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
27,0.4239,-0.07178,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
28,0.4293,0.04307,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
29,0.4348,-0.04785,-0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
30,0.4504,0.06221,-0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
31,0.456,-0.06221,-0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
32,0.4615,0.03828,-0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
33,0.467,0.06221,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
34,0.4826,-0.08613,-0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
35,0.4881,0.06699,0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
36,0.4935,-0.06699,-0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
37,0.4991,0.07178,0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
38,0.5147,-0.04307,-0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
39,0.5202,0.06699,0.04785,0,23.703,120.159634,22.3761544,0.185,22,1.4
40,0.5257,-0.05742,-0.06221,0,23.703,120.159634,22.3761544,0.185,22,1.4
41,0.5312,-0.04785,-0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
42,0.5468,0.07656,0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
43,0.5523,-0.07656,-0.06221,0,23.703,120.159634,22.3761544,0.185,22,1.4
44,0.5578,0.08135,0.04785,0,23.703,120.159634,22.3761544,0.185,22,1.4
45,0.5635,-0.05742,-0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
46,0.5791,0.06699,0.04307,0,23.703,120.159634,22.3761544,0.185,22,1.4
47,0.5846,-0.07656,-0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
48,0.5901,0.07178,0.06699,0,23.703,120.159634,22.3761544,0.185,22,1.4
49,0.5956,-0.04785,-0.06221,0,23.703,120.159634,22.3761544,0.185,22,1.4
50,0.6113,-0.05264,-0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
51,0.6243,-0.06699,-0.04785,0,23.703,120.159634,22.3761544,0.185,22,1.4
52,0.6298,0.05742,0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
53,0.6353,-0.05264,-0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
54,0.6408,-0.03828,-0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
55,0.6564,0.04785,0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
56,0.6619,-0.05742,-0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
57,0.6674,0.06699,0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
58,0.6729,-0.07178,-0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
59,0.6885,0.04307,0.04785,0,23.703,120.159634,22.3761544,0.185,22,1.4
60,0.694,-0.05264,-0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
61,0.6995,0.06699,0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
62,0.705,-0.04785,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
63,0.7207,-0.04307,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
64,0.7262,0.07178,0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
65,0.7317,-0.06699,-0.02393,0,23.703,120.159634,22.3761544,0.185,22,1.4
66,0.7372,0.07178,0.06221,0,23.703,120.159634,22.3761544,0.185,22,1.4
67,0.7528,-0.05264,-0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
68,0.7583,0.08613,0.06221,0,23.703,120.159634,22.3761544,0.185,22,1.4
69,0.7638,-0.05742,-0.06221,0,23.703,120.159634,22.3761544,0.185,22,1.4
70,0.7693,0.06699,0.04785,0,23.703,120.159634,22.3761544,0.185,22,1.4
71,0.785,0.06699,0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
72,0.7905,-0.05264,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
73,0.7961,0.07656,0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
74,0.8016,-0.06221,-0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
75,0.8172,0.07178,0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
76,0.8301,-0.06699,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
77,0.8357,0.08135,0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
78,0.8412,-0.05264,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
79,0.8465,0.07656,0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
80,0.8622,-0.01914,-0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
81,0.8677,0.07178,0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
82,0.8732,-0.02871,-0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
83,0.8787,0.0335,0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
84,0.8944,-0.01436,-0.04785,0,23.703,120.159634,22.3761544,0.185,22,1.4
85,0.9,-0.00479,-0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
86,0.9055,0.02871,0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
87,0.911,-0.02871,-0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
88,0.9267,0.04307,0.07178,0,23.703,120.159634,22.3761544,0.185,22,1.4
89,0.9322,-0.01436,-0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
90,0.9377,0.0335,0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
91,0.9432,-0.00957,-0.02393,0,23.703,120.159634,22.3761544,0.185,22,1.4
92,0.9588,0.01914,0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
93,0.9643,0,0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
94,0.9697,-0.01436,-0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
95,0.9752,0.01914,0.03828,0,23.703,120.159634,22.3761544,0.185,22,1.4
96,0.9908,-0.00957,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
97,0.9963,0,0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
98,1.0018,-0.02871,-0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
99,1.0073,0.01914,0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
100,1.0229,-0.01914,-0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
101,1.0358,0,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
102,1.0412,0.00957,-0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
103,1.0467,0.01436,0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
104,1.0522,-0.00957,0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
105,1.0678,0.01436,0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
106,1.0733,0.06221,0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
107,1.0788,0,0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
108,1.0842,0.02393,0.05264,0,23.703,120.159634,22.3761544,0.185,22,1.4
109,1.0998,-0.00957,-0.02393,0,23.703,120.159634,22.3761544,0.185,22,1.4
110,1.1054,0.0335,0.0335,0,23.703,120.159634,22.3761544,0.185,22,1.4
111,1.1109,0,-0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
112,1.1163,0,0.02871,0,23.703,120.159634,22.3761544,0.185,22,1.4
113,1.1319,-0.00479,-0.01914,0,23.703,120.159634,22.3761544,0.185,22,1.4
114,1.1374,0.00479,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
115,1.1428,-0.00957,-0.02393,0,23.703,120.159634,22.3761544,0.185,22,1.4
116,1.1483,-0.00479,0.01436,0,23.703,120.159634,22.3761544,0.185,22,1.4
117,1.1639,0,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
118,1.1693,0,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
119,1.1747,0.00479,0.00957,0,23.703,120.159634,22.3761544,0.185,22,1.4
120,1.1802,0,0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
121,1.1958,0,0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
122,1.2012,-0.01436,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
123,1.2066,-0.01914,0,0,23.703,120.159634,22.3761544,0.185,22,1.4
124,1.212,0.00957,0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
125,1.2277,-0.00479,0.00479,0,23.703,120.159634,22.3761544,0.185,22,1.4
126,1.2407,0.00957,0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
127,1.2462,-0.01436,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
128,1.2517,0.01436,0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
129,1.2572,-0.0335,0,0,23.703,120.1596351,22.3761544,0.055,22,1.4
130,1.2728,-0.05264,0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
131,1.2783,0.02393,0,0,23.703,120.1596351,22.3761544,0.055,22,1.4
132,1.2837,-0.05264,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
133,1.2892,0.02393,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
134,1.3048,-0.04785,-0.00479,0,23.703,120.1596351,22.3761544,0.055,22,1.4
135,1.3103,0.07178,0.04307,0,23.703,120.1596351,22.3761544,0.055,22,1.4
136,1.3158,-0.06699,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
137,1.3213,0.04785,0.00479,0,23.703,120.1596351,22.3761544,0.055,22,1.4
138,1.337,-0.0335,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
139,1.3425,-0.08135,-0.03828,0,23.703,120.1596351,22.3761544,0.055,22,1.4
140,1.348,0.05264,0.02871,0,23.703,120.1596351,22.3761544,0.055,22,1.4
141,1.3535,-0.05264,0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
142,1.3691,0.07178,0,0,23.703,120.1596351,22.3761544,0.055,22,1.4
143,1.3745,-0.03828,-0.02393,0,23.703,120.1596351,22.3761544,0.055,22,1.4
144,1.38,0.07178,0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
145,1.3855,-0.0335,-0.01436,0,23.703,120.1596351,22.3761544,0.055,22,1.4
146,1.4012,0.05742,0.02871,0,23.703,120.1596351,22.3761544,0.055,22,1.4
147,1.4067,-0.03828,-0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
148,1.4122,-0.04785,-0.02871,0,23.703,120.1596351,22.3761544,0.055,22,1.4
149,1.4178,0.06699,0.04785,0,23.703,120.1596351,22.3761544,0.055,22,1.4
150,1.4334,-0.04307,-0.01436,0,23.703,120.1596351,22.3761544,0.055,22,1.4
151,1.4464,-0.02393,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
152,1.4519,0.05742,-0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
153,1.4574,0.04785,0,0,23.703,120.1596351,22.3761544,0.055,22,1.4
154,1.4628,-0.02871,-0.00479,0,23.703,120.1596351,22.3761544,0.055,22,1.4
155,1.4785,0.02871,0,0,23.703,120.1596351,22.3761544,0.055,22,1.4
156,1.484,-0.06221,-0.01436,0,23.703,120.1596351,22.3761544,0.055,22,1.4
157,1.4895,0.05264,0.02393,0,23.703,120.1596351,22.3761544,0.055,22,1.4
158,1.495,-0.04785,-0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
159,1.5106,0.04307,0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
160,1.5161,-0.06221,0,0,23.703,120.1596351,22.3761544,0.055,22,1.4
161,1.5216,0.04307,0.06221,0,23.703,120.1596351,22.3761544,0.055,22,1.4
162,1.5271,0.08135,0.04785,0,23.703,120.1596351,22.3761544,0.055,22,1.4
163,1.5427,-0.05742,-0.03828,0,23.703,120.1596351,22.3761544,0.055,22,1.4
164,1.5482,0.04785,0.05742,0,23.703,120.1596351,22.3761544,0.055,22,1.4
165,1.5537,-0.04785,-0.03828,0,23.703,120.1596351,22.3761544,0.055,22,1.4
166,1.5592,0.04785,0.04307,0,23.703,120.1596351,22.3761544,0.055,22,1.4
167,1.5748,-0.05742,-0.04785,0,23.703,120.1596351,22.3761544,0.055,22,1.4
168,1.5803,0.07656,0.0335,0,23.703,120.1596351,22.3761544,0.055,22,1.4
169,1.5858,-0.06221,-0.02871,0,23.703,120.1596351,22.3761544,0.055,22,1.4
170,1.5913,0.08135,0.00957,0,23.703,120.1596351,22.3761544,0.055,22,1.4
171,1.6069,0.06221,0.06221,0,23.703,120.1596351,22.3761544,0.055,22,1.4
172,1.6124,-0.05264,-0.0335,0,23.703,120.1596351,22.3761544,0.055,22,1.4
173,1.6179,0.06221,0.0335,0,23.703,120.1596351,22.3761544,0.055,22,1.4
174,1.6234,-0.03828,-0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
175,1.639,0.08135,0.01914,0,23.703,120.1596351,22.3761544,0.055,22,1.4
176,1.652,-0.06699,-0.02871,0,23.703,120.1596352,22.3761547,0.055,22,1.4
177,1.6575,0.0957,0.01436,0,23.703,120.1596352,22.3761547,0.055,22,1.4
178,1.6631,-0.05264,-0.01914,0,23.703,120.1596352,22.3761547,0.055,22,1.4
179,1.6686,0.08135,0.02871,0,23.703,120.1596352,22.3761547,0.055,22,1.4
180,1.6842,0,0.01914,0,23.703,120.1596352,22.3761547,0.055,22,1.4
181,1.6897,0.08135,0.00957,0,23.703,120.1596352,22.3761547,0.055,22,1.4
182,1.6952,-0.02871,-0.01914,0,23.703,120.1596352,22.3761547,0.055,22,1.4
183,1.7007,0.04307,-0.00479,0,23.703,120.1596352,22.3761547,0.055,22,1.4
184,1.7163,0.07178,0.02393,0,23.703,120.1596352,22.3761547,0.055,22,1.4
185,1.7218,-0.03828,-0.04307,0,23.703,120.1596352,22.3761547,0.055,22,1.4
186,1.7273,0.04307,0.04307,0,23.703,120.1596352,22.3761547,0.055,22,1.4
187,1.7328,0.0335,0,0,23.703,120.1596352,22.3761547,0.055,22,1.4
188,1.7484,0.05264,0.05742,0,23.703,120.1596352,22.3761547,0.055,22,1.4
189,1.7539,-0.0335,-0.02871,0,23.703,120.1596352,22.3761547,0.055,22,1.4
190,1.7594,0.0335,0.04785,0,23.703,120.1596352,22.3761547,0.055,22,1.4
191,1.7649,-0.02871,0,0,23.703,120.1596352,22.3761547,0.055,22,1.4
192,1.7805,-0.01914,-0.0335,0,23.703,120.1596352,22.3761547,0.055,22,1.4
193,1.786,0.06699,0.03828,0,23.703,120.1596352,22.3761547,0.055,22,1.4
194,1.7915,-0.05264,0,0,23.703,120.1596352,22.3761547,0.055,22,1.4
195,1.7969,0.07656,0,0,23.703,120.1596352,22.3761547,0.055,22,1.4
196,1.8125,-0.05264,-0.01914,0,23.703,120.1596352,22.3761547,0.055,22,1.4
197,1.818,0.07656,0.0335,0,23.703,120.1596352,22.3761547,0.055,22,1.4
198,1.8235,-0.07178,-0.01914,0,23.703,120.1596352,22.3761547,0.055,22,1.4
199,1.829,0.10049,0.02871,0,23.703,120.1596352,22.3761547,0.055,22,1.4
200,1.8446,-0.0335,-0.02871,0,23.703,120.1596352,22.3761547,0.055,22,1.4
201,1.8576,0.07178,0.0335,0,23.703,120.1596354,22.376155,0.037,22,1.4
202,1.8637,-0.0335,-0.03828,0,23.703,120.1596354,22.376155,0.037,22,1.4
203,1.869,-0.04785,0.00957,0,23.703,120.1596354,22.376155,0.037,22,1.4
204,1.8745,-0.01914,-0.00479,0,23.703,120.1596354,22.376155,0.037,22,1.4
205,1.8901,-0.00957,0,0,23.703,120.1596354,22.376155,0.037,22,1.4
206,1.8955,0.05742,0.06699,0,23.703,120.1596354,22.376155,0.037,22,1.4
207,1.901,-0.00957,-0.02393,0,23.703,120.1596354,22.376155,0.037,22,1.4
208,1.9066,0.04307,0.08613,0,23.703,120.1596354,22.376155,0.037,22,1.4
209,1.9222,-0.03828,-0.0335,0,23.703,120.1596354,22.376155,0.037,22,1.4
210,1.9865,0.01436,0.00479,0,23.703,120.1596354,22.376155,0.037,22,1.4
211,1.992,-0.01914,-0.01436,0,23.703,120.1596354,22.376155,0.037,22,1.4
212,1.9975,0.01436,0.04785,0,23.703,120.1596354,22.376155,0.037,22,1.4
213,2.0031,0,-0.02871,0,23.703,120.1596354,22.376155,0.037,22,1.4
214,2.0186,0.01436,0,0,23.703,120.1596354,22.376155,0.037,22,1.4
215,2.0241,-0.00479,0,0,23.703,120.1596354,22.376155,0.037,22,1.4
216,2.0295,0.01436,0.00957,0,23.703,120.1596354,22.376155,0.037,22,1.4
217,2.0351,0,0.01914,0,23.703,120.1596354,22.376155,0.037,22,1.4
218,2.0506,0,-0.00479,0,23.703,120.1596354,22.376155,0.037,22,1.4
219,2.0963,-0.04307,0.00479,0,23.703,120.1596357,22.3761553,0.037,22,1.4
220,2.1018,0.04307,-0.00479,0,23.703,120.1596357,22.3761553,0.037,22,1.4
221,2.1073,-0.02871,0,0,23.703,120.1596357,22.3761553,0.037,22,1.4
222,2.1128,0.04307,0.02393,0,23.703,120.1596357,22.3761553,0.037,22,1.4
223,2.1284,-0.05742,0.00479,0,23.703,120.1596357,22.3761553,0.037,22,1.4
224,2.134,-0.04307,0,0,23.703,120.1596357,22.3761553,0.037,22,1.4
225,2.1394,-0.01436,-0.01914,0,23.703,120.1596357,22.3761553,0.037,22,1.4
226,2.1449,0,0.00479,0,23.703,120.1596357,22.3761553,0.037,22,1.4
227,2.1605,0,0.00479,0,23.703,120.1596357,22.3761553,0.037,22,1.4
228,2.1659,0.00479,0,0,23.703,120.1596357,22.3761553,0.037,22,1.4
229,2.1713,0.00479,0.00957,0,23.703,120.1596357,22.3761553,0.037,22,1.4
230,2.1768,0.00957,0.00957,0,23.703,120.1596357,22.3761553,0.037,22,1.4
231,2.1924,0,0,0,23.703,120.1596357,22.3761553,0.037,22,1.4
232,2.1713,0.00479,0.00957,0,23.703,120.1596357,22.3761553,0.037,22,1.4
233,2.1768,0.00957,0.00957,0,23.703,120.1596357,22.3761553,0.037,22,1.4
234,2.1924,0,0,0,23.703,120.1596357,22.3761553,0.037,22,1.4
235,2.2033,0.02871,0.01914,0,23.703,120.1596357,22.3761553,0.037,22,1.4
236,2.2088,0,0.00479,0,23.703,120.1596357,22.3761553,0.037,22,1.4
237,2.2243,0.00957,0,0,23.703,120.1596357,22.3761553,0.037,22,1.4
238,2.2298,0.02871,0.01436,0,23.703,120.1596357,22.3761553,0.037,22,1.4
239,2.2353,-0.05264,0.00957,0,23.703,120.1596357,22.3761553,0.037,22,1.4
240,2.2408,0.02871,0.02393,0,23.703,120.1596357,22.3761553,0.037,22,1.4
241,2.2564,-0.03828,0.01914,0,23.703,120.1596357,22.3761553,0.037,22,1.4
242,2.2694,0.02871,-0.02871,0,23.703,120.1596391,22.3761553,0.037,22,1.4
243,2.2749,-0.06221,-0.04307,0,23.703,120.1596391,22.3761553,0.037,22,1.4
244,2.2804,0.02871,0,0,23.703,120.1596391,22.3761553,0.037,22,1.4
245,2.2858,-0.04307,0.00957,0,23.703,120.1596391,22.3761553,0.037,22,1.4
246,2.3015,0.03828,0,0,23.703,120.1596391,22.3761553,0.037,22,1.4
247,2.2694,0.02871,-0.02871,0,23.703,120.1596391,22.3761553,0.037,22,1.4
248,2.2749,-0.06221,-0.04307,0,23.703,120.1596391,22.3761553,0.037,22,1.4
249,2.2804,0.02871,0,0,23.703,120.1596391,22.3761553,0.037,22,1.4
250,2.2858,-0.04307,0.00957,0,23.703,120.1596391,22.3761553,0.037,22,1.4
251,2.3123,0.04785,0,0,23.703,120.1596391,22.3761553,0.037,22,1.4
252,2.3178,-0.06221,-0.02393,0,23.703,120.1596391,22.3761553,0.037,22,1.4
253,2.3334,-0.04785,0,0,23.703,120.1596391,22.3761553,0.037,22,1.4
254,2.3388,0.06221,-0.00957,0,23.703,120.1596391,22.3761553,0.037,22,1.4
255,2.3444,-0.04307,0.00479,0,23.703,120.1596391,22.3761553,0.037,22,1.4
256,2.3498,0.05742,0.01914,0,23.703,120.1596391,22.3761553,0.037,22,1.4
257,2.3655,-0.0335,-0.01436,0,23.703,120.1596391,22.3761553,0.037,22,1.4
258,2.371,0.06699,0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
259,2.3765,-0.06699,-0.02393,0,23.703,120.1596391,22.3761553,0.037,22,1.4
260,2.382,0.05742,0.04307,0,23.703,120.1596391,22.3761553,0.037,22,1.4
261,2.3976,-0.05264,-0.02393,0,23.703,120.1596391,22.3761553,0.037,22,1.4
262,2.4031,-0.05742,-0.05742,0,23.703,120.1596391,22.3761553,0.037,22,1.4
263,2.4086,0.06699,0.03828,0,23.703,120.1596391,22.3761553,0.037,22,1.4
264,2.4141,-0.04785,-0.03828,0,23.703,120.1596391,22.3761553,0.037,22,1.4
265,2.4297,0.06221,0.05742,0,23.703,120.1596391,22.3761553,0.037,22,1.4
266,2.4352,-0.08613,-0.07656,0,23.703,120.1596391,22.3761553,0.037,22,1.4
267,2.4408,0.06221,0.05742,0,23.703,120.1596391,22.3761553,0.037,22,1.4
268,2.4463,-0.0335,-0.04785,0,23.703,120.1596391,22.3761553,0.037,22,1.4
269,2.4619,0.08135,0.06221,0,23.703,120.1596391,22.3761553,0.037,22,1.4
270,2.4749,-0.04785,-0.04785,0,23.703,120.1596391,22.3761553,0.037,22,1.4
271,2.4804,0.01914,0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
272,2.486,-0.05742,-0.01914,0,23.703,120.1596391,22.3761553,0.037,22,1.4
273,2.4914,0.07656,0.06699,0,23.703,120.1596391,22.3761553,0.037,22,1.4
274,2.5071,-0.04785,-0.04785,0,23.703,120.1596391,22.3761553,0.037,22,1.4
275,2.5126,-0.05264,-0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
276,2.5181,0.05742,0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
277,2.5236,0.05742,0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
278,2.5392,0.07656,0.03828,0,23.703,120.1596391,22.3761553,0.037,22,1.4
279,2.5447,-0.07178,-0.04785,0,23.703,120.1596391,22.3761553,0.037,22,1.4
280,2.5502,0.06699,0.04307,0,23.703,120.1596391,22.3761553,0.037,22,1.4
281,2.5557,-0.05264,-0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
282,2.5713,0.07178,0.05742,0,23.703,120.1596391,22.3761553,0.037,22,1.4
283,2.5769,0.06699,0.08135,0,23.703,120.1596391,22.3761553,0.037,22,1.4
284,2.5824,-0.04785,-0.05264,0,23.703,120.1596391,22.3761553,0.037,22,1.4
285,2.5879,0.06221,0.07178,0,23.703,120.1596391,22.3761553,0.037,22,1.4
286,2.6035,-0.06221,-0.05264,0,23.703,120.1596391,22.3761553,0.037,22,1.4
287,2.609,0.06221,0.04785,0,23.703,120.1596391,22.3761553,0.037,22,1.4
288,2.6145,-0.0335,-0.03828,0,23.703,120.1596391,22.3761553,0.037,22,1.4
289,2.62,0.06221,0.0335,0,23.703,120.1596391,22.3761553,0.037,22,1.4
290,2.6356,-0.08613,-0.05264,0,23.703,120.1596391,22.3761553,0.037,22,1.4
291,2.6411,0.0957,0.04307,0,23.703,120.1596391,22.3761553,0.037,22,1.4
292,2.6466,0.08613,0.05742,0,23.703,120.1596391,22.3761553,0.037,22,1.4
293,2.6521,-0.04785,-0.05264,0,23.703,120.1596391,22.3761553,0.037,22,1.4
294,2.6677,0.07178,0.02871,0,23.703,120.1596391,22.3761553,0.037,22,1.4
295,2.6807,0.07656,0.03828,0,23.703,120.1596396,22.3761551,0.055,22,1.4
296,2.6863,-0.0335,-0.0335,0,23.703,120.1596396,22.3761551,0.055,22,1.4
297,2.692,0.07178,0.0335,0,23.703,120.1596396,22.3761551,0.055,22,1.4
298,2.6974,0.08135,0.0335,0,23.703,120.1596396,22.3761551,0.055,22,1.4
299,2.713,-0.04307,-0.02393,0,23.703,120.1596396,22.3761551,0.055,22,1.4
300,2.7185,0.07656,0.02871,0,23.703,120.1596396,22.3761551,0.055,22,1.4
301,2.724,-0.05264,-0.01914,0,23.703,120.1596396,22.3761551,0.055,22,1.4
302,2.7295,0.06699,0.03828,0,23.703,120.1596396,22.3761551,0.055,22,1.4
303,2.7451,0.0335,0.01436,0,23.703,120.1596396,22.3761551,0.055,22,1.4
304,2.7506,0.08135,0,0,23.703,120.1596396,22.3761551,0.055,22,1.4
305,2.7561,0.06221,0.02393,0,23.703,120.1596396,22.3761551,0.055,22,1.4
306,2.7616,-0.01914,-0.02871,0,23.703,120.1596396,22.3761551,0.055,22,1.4
307,2.7772,0.04785,0.06699,0,23.703,120.1596396,22.3761551,0.055,22,1.4
308,2.7828,-0.01914,0,0,23.703,120.1596396,22.3761551,0.055,22,1.4
309,2.7882,0.05742,0.02871,0,23.703,120.1596396,22.3761551,0.055,22,1.4
310,2.7937,-0.01914,-0.02393,0,23.703,120.1596396,22.3761551,0.055,22,1.4
