Timestamp_ms,Raw_Accel_X,Raw_Accel_Y,Raw_Accel_Z,Unbiased_Filt_Accel_X,Unbiased_Filt_Accel_Y,Raw_Omega_Z_degs,Unbiased_Omega_Z_rads,IMU_Roll_deg,IMU_Pitch_deg,IMU_Yaw_deg,GPS_Lat,GPS_Lon,GPS_GroundSpeed_kmh,GPS_Satellites,GPS_HDOP,GPS_Local_X_m,GPS_Local_Y_m,EKF_ap_X_m,EKF_ap_Y_m,EKF_av_X_mps,EKF_av_Y_mps,EKF_q_W,EKF_q_X,EKF_q_Y,EKF_q_Z,EKF_ba_X_mps2,EKF_ba_Y_mps2,EKF_bg_Z_rads,EKF_Yaw_deg,P_ap_X,P_ap_Y,P_av_X,P_av_Y,P_q_W,P_ba_X,P_ba_Y,P_bg_Z,R_delta_pos_X,R_delta_pos_Y,Q_av,Q_q,Q_ba,Q_bg,ZUPT_Actived,EKF_Status,Delta_T_s
11626,-0.0622,-0.0096,9.7856,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,30.8551,1.2206,0.5161,0.0161,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
11832,-0.0766,-0.0335,9.7378,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,32.0068,1.239,0.5165,0.0165,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
12037,0.0431,0.0,9.8144,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,33.1895,1.2584,0.5169,0.0169,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
12242,-0.0718,-0.0191,9.7378,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,34.4022,1.2788,0.5174,0.0174,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
12447,0.0479,0.0383,9.9627,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,35.6448,1.3003,0.5178,0.0178,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
12652,-0.0239,0.0287,9.7761,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,36.9201,1.3228,0.5182,0.0182,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
12857,-0.0526,0.0383,9.7282,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,38.2271,1.3465,0.5187,0.0187,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
13062,-0.0526,-0.0479,9.7521,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,39.5666,1.3713,0.5191,0.0191,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
13267,0.0622,0.0861,9.8144,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,40.9351,1.3972,0.5195,0.0195,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
13472,0.0,-0.0526,9.7474,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,42.3352,1.4243,0.52,0.02,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
13677,0.0383,0.0479,9.8287,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,43.7671,1.4526,0.5204,0.0204,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
13882,0.0335,0.0239,9.8048,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,45.23,1.4822,0.5208,0.0208,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14087,-0.0574,-0.0718,9.7856,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,46.7255,1.513,0.5213,0.0213,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14292,-0.0144,-0.0048,9.3933,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,48.2524,1.5451,0.5217,0.0217,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14497,-0.0574,-0.0813,9.7665,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,49.8119,1.5785,0.5221,0.0221,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14702,0.0574,0.0813,9.8479,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.01,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,51.4006,1.6133,0.5226,0.0226,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
14908,0.0766,0.0718,9.8239,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,53.025,1.6494,0.523,0.023,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15113,-0.1005,-0.0383,9.733,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,54.6772,1.6869,0.5235,0.0235,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15318,0.0766,0.0239,9.8096,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,56.36,1.7258,0.5239,0.0239,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15522,-0.0287,-0.0287,9.7809,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,58.0741,1.7661,0.5243,0.0243,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15727,0.0526,0.0718,9.8574,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,59.8214,1.8079,0.5248,0.0248,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
15932,-0.0622,-0.0766,9.7713,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,61.6001,1.8513,0.5252,0.0252,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16137,-0.0191,-0.0909,9.7952,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,63.4124,1.8961,0.5256,0.0256,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16343,-0.0431,0.0239,9.7091,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,65.255,1.9425,0.5261,0.0261,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
16548,0.0574,0.0383,9.7809,0.0,0.0,0.0,0.0,0.0,0.0,-9.44,0.0,0.0,0.0,0,31.2,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,67.1295,1.9905,0.5265,0.0265,0.0,0.0,0.0,0.0,100.0,100.0,1.8e-05,0.0,0.0,0.0,0,4,0.007
